image_id,method,extracted_text,processing_time
printed_050_normal,EasyOCR,Iulisan tangan memiliki variasi bentuk yang lebih kompleks.,2.5539
printed_050_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3185
printed_050_rotated,Tesseract,“Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4913
printed_050_rotated,EasyOCR,rariasi bentuk yang lebih Tolisan tangan memiliki kompleks,2.3362
printed_050_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.298
printed_051_blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5854
printed_051_blur,EasyOCR,Tulisan tangan memilikl varlasi bontuk Yang lebih kompleks,2.6639
printed_051_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5607
printed_051_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4641
printed_051_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks _,2.5562
printed_051_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5287
printed_051_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4811
printed_051_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.3665
printed_051_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5308
printed_051_rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.386
printed_051_rotated,EasyOCR,memiliki variasi bentuk yang Tulisan tangan kompleks. lebih,2.5065
printed_051_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4439
printed_052_blur,Tesseract,Paman agen TEMA Kana bea yang tan co,0.4348
printed_052_blur,EasyOCR,,2.2739
printed_052_blur,PaddleOCR,tompieks,0.3206
printed_052_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3637
printed_052_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks _,2.3351
printed_052_dark,PaddleOCR,Tulisan tanganmemiliki variasi bentuk yang lebih kompleks.,0.3752
printed_052_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5174
printed_052_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.5029
printed_052_normal,PaddleOCR,Tulisan tanganmemiliki variasi bentuk yang lebih kompleks.,0.3865
printed_052_rotated,Tesseract,miliki variasi bentuk yang lebih Tulisan tangan m kompleks.,0.3615
printed_052_rotated,EasyOCR,memiliki variasi bentuk lebih Tulisan tangan kompleks Yang,2.4677
printed_052_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3204
printed_053_blur,Tesseract,Neen Lengan ment Le ett yang ete eoeees,0.4665
printed_053_blur,EasyOCR,,2.1728
printed_053_blur,PaddleOCR,lulisan tangan memilai variasi bentuk yang lebi kompleks,0.3485
printed_053_dark,Tesseract,Tulisan tangan memil kompleks. ivariasi bentuk yang lebih,0.4797
printed_053_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk Yang lebih kompleks-,2.4049
printed_053_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5429
printed_053_normal,Tesseract,variasi bentuk yang lebih kompleks.,0.5284
printed_053_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.4163
printed_053_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3996
printed_053_rotated,Tesseract,ufisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3923
printed_053_rotated,EasyOCR,memiliki variasi bentuk yang Tulisan tangan kompleks. lebih,2.2993
printed_053_rotated,PaddleOCR,Tulisan tanganmemilikivariasi bentukyang lebih kompleks,0.2883
printed_054_blur,Tesseract,Tatan tangan memb | a ee bentuk ang beth ea,0.3684
printed_054_blur,EasyOCR,,2.2432
printed_054_blur,PaddleOCR,Tulisan tangan memid variad bentukyang leba kompleks.,0.4403
printed_054_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5054
printed_054_dark,EasyOCR,Iulisan tangan memiliki variasi bentuk yang lebib kompleks _,2.4335
printed_054_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.2857
printed_054_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4492
printed_054_normal,EasyOCR,Iulisan tangan memiliki variasi bentuk yang lebih kompleks.,2.517
printed_054_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3141
printed_054_rotated,Tesseract,“Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4493
printed_054_rotated,EasyOCR,rariasi bentuk yang lebih Tolisan tangan memiliki kompleks,2.2718
printed_054_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.2988
printed_055_blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,0.3553
printed_055_blur,EasyOCR,"Nnoan {angan 365222n Y6ri8bi Denruk Yare iedar 1o5o1er,",2.8685
printed_055_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks-,0.6329
printed_055_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.381
printed_055_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk Yang lebih kompleks,2.4903
printed_055_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5492
printed_055_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4485
printed_055_normal,EasyOCR,Iulisan tangan memiliki variasi bentuk Yang lebih kompleks,2.5089
printed_055_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.6554
printed_055_rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5211
printed_055_rotated,EasyOCR,variasi bentuk Yang liki Iulisan tangan kompleks . lebih memi,3.0063
printed_055_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5393
printed_056_blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4336
printed_056_blur,EasyOCR,Tulisan tanoan memdk variasi bentuk yang lebih Komplers,2.5699
printed_056_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5858
printed_056_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4629
printed_056_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks-,2.4891
printed_056_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3406
printed_056_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3526
printed_056_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.448
printed_056_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4047
printed_056_rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3603
printed_056_rotated,EasyOCR,variasi bentuk yang lebih Tulisan tangan memiliki kompleks.,2.2756
printed_056_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3982
printed_057_blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih,0.5052
printed_057_blur,EasyOCR,Tulison longen memii voriosi Dontun yong coin kompleny,2.7541
printed_057_blur,PaddleOCR,Tulisan tanganmemiliki variasi bentuk yang lebih kompleks.,0.4378
printed_057_dark,Tesseract,Tulisan tangan memi kompleks. variasi bentuk yang lebih,0.4124
printed_057_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks-,2.49
printed_057_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4572
printed_057_normal,Tesseract,Tulisan tangan memi kompleks. variasi bentuk yang lebih,0.3948
printed_057_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.2846
printed_057_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4649
printed_057_rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3461
printed_057_rotated,EasyOCR,variasi bentuk yang lebih Tulisan tangan memiliki kompleks.,2.3975
printed_057_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4486
printed_058_blur,Tesseract,,0.2901
printed_058_blur,EasyOCR,,2.1549
printed_058_blur,PaddleOCR,Tulisan tangan memilikivariasi bentuk yang ebi kompleks,0.466
printed_058_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3633
printed_058_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.302
printed_058_dark,PaddleOCR,Tulisan tanganmemiliki variasi bentuk yang lebih kompleks.,0.4396
printed_058_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4111
printed_058_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.4757
printed_058_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,0.5271
printed_058_rotated,Tesseract,iki variasi bentuk yang lebih Tutisan tangan mem kompleks.,0.4807
printed_058_rotated,EasyOCR,variasi bentuk yang lebih Tulisan tangan kompleks . memılıkı,2.4538
printed_058_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4777
printed_059_blur,Tesseract,Paman Aa TEMAN eae Pa yang eet em,0.3914
printed_059_blur,EasyOCR,,2.1745
printed_059_blur,PaddleOCR,Tulisan tanganmemidvariasi bentuk yang lebi kompleks,0.3247
printed_059_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3452
printed_059_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks _,2.3181
printed_059_dark,PaddleOCR,Tulisan tangan memilikivariasi bentuk yang lebih kompleks.,0.3705
printed_059_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4476
printed_059_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.5581
printed_059_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebil kompleks.,0.3693
printed_059_rotated,Tesseract,.rulisan tangan memilki variasi bentuk yang lebih kompleks.,0.3746
printed_059_rotated,EasyOCR,variasi bentuk yang lebih Tulisan tangan kompleks memiliki,3.0906
printed_059_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,0.371
printed_060_blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3688
printed_060_blur,EasyOCR,"7loan {angan 365221n Y6riab Denruk Yarg Ieden 1o5o1er,",2.8049
printed_060_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5901
printed_060_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3805
printed_060_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.7555
printed_060_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5234
printed_060_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.393
printed_060_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.5737
printed_060_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.7977
printed_060_rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks-,0.5571
printed_060_rotated,EasyOCR,bentuk Yang Iulisan tangan kompleks _ lebih variasi memiliki,2.638
printed_060_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5601
printed_061_blur,Tesseract,Kondisi citra blur vey dan gelap dapat,0.597
printed_061_blur,EasyOCR,Kondiu citra scoerh blur dan gclap dapat mempengaruhi hasl,2.4304
printed_061_blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4192
printed_061_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3951
printed_061_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4721
printed_061_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3766
printed_061_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3866
printed_061_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4403
printed_061_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.303
printed_061_rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3397
printed_061_rotated,EasyOCR,blur dan dapat Kondisi citra hasil. gelap seperti mempengaruhi,2.5639
printed_061_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3597
printed_062_blur,Tesseract,Monae cra sepert tas Gan memcerga ss Nae —,0.3236
printed_062_blur,EasyOCR,,2.4502
printed_062_blur,PaddleOCR,Kondisi citra seperti biur dan gelap dapal mempengaruni hasi,0.3645
printed_062_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.3661
printed_062_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4872
printed_062_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2997
printed_062_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.45
printed_062_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4258
printed_062_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2938
printed_062_rotated,Tesseract,(kondisi cra seperti blur dan gelap dapat mempengaruhi hasil,0.416
printed_062_rotated,EasyOCR,Kondisi citra seperti blur dan mempengaruhi hasil: dapat gelap,2.332
printed_062_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2959
printed_063_blur,Tesseract,Kon ote sepert blu dan gelap dapat mempengar ah: hast =,0.5878
printed_063_blur,EasyOCR,IonouoiNoenuyjC [Cid 0e0e,2.5881
printed_063_blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3441
printed_063_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3898
printed_063_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat memp 'pengaruhi hasil.,2.4308
printed_063_dark,PaddleOCR,Kondisi citra seperti blur dangelap dapat mempengaruhi hasil.,0.5013
printed_063_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3688
printed_063_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat memp pengaruhi hasil.,2.3555
printed_063_normal,PaddleOCR,Kondisi citra seperti blur dangelap dapat mempengaruhi hasil.,0.3519
printed_063_rotated,Tesseract,i atra seperti blur dan gelap dapat Kondisi ruhi hasil. mempenga',0.6293
printed_063_rotated,EasyOCR,blur dan dapat citra gelap seperti Kondisi hasil. mempengaruhi,2.6128
printed_063_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4409
printed_064_blur,Tesseract,enam ote an = tom rian tagat,0.4502
printed_064_blur,EasyOCR,,2.3196
printed_064_blur,PaddleOCR,Kondii ditra seperti blur dan gelap dapat gseyNnriudwau,0.2846
printed_064_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3672
printed_064_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil .,2.317
printed_064_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3328
printed_064_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4624
printed_064_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4977
printed_064_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.549
printed_064_rotated,Tesseract,Kondisi tra seperti blur dan gelap dapat mempengaruhi hasil.,0.3965
printed_064_rotated,EasyOCR,blur dan dapat citra hasil. gelap seperti ! Kondisi _ mempengaruhi,2.8736
printed_064_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.4026
printed_065_blur,Tesseract,Kondisi citra seperti biur dan gelap dapat mempengaruhi hasil.,0.3916
printed_065_blur,EasyOCR,Kondisicitracoperi blur dan Qcieo depei ompongeruhi nesa,2.5842
printed_065_blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3994
printed_065_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4523
printed_065_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.7012
printed_065_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2821
printed_065_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3522
printed_065_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.7261
printed_065_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.5007
printed_065_rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.431
printed_065_rotated,EasyOCR,blur dan dapat Kondisi citra hasil. gelap seperti mempengaruhi,2.4571
printed_065_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4134
printed_066_blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3851
printed_066_blur,EasyOCR,"ona o? Ciera Geperei Biur Qan Qelap Qapae Dengauaa 86312,",2.8016
printed_066_blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhihasil.,0.3677
printed_066_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4207
printed_066_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.5871
printed_066_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3845
printed_066_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4078
printed_066_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasıl,2.5837
printed_066_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.5077
printed_066_rotated,Tesseract,exe saperki bibir Ah gelap dapat Kondisi ci hi hasil. mempengaru!,0.4334
printed_066_rotated,EasyOCR,blur dan dapat Kondisi cibz nasper mempengaruhi gelap seperti,2.5131
printed_066_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4815
printed_067_blur,Tesseract,Kamen coma Sapa da agan an daa —,0.3557
printed_067_blur,EasyOCR,,2.3971
printed_067_blur,PaddleOCR,Kondi citra seperti bi dan gelap dapa mempengaruhi hasl,0.2503
printed_067_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3956
printed_067_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hası,2.4372
printed_067_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.2667
printed_067_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3095
printed_067_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,2.4864
printed_067_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.301
printed_067_rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat pengaruhi hasil.,0.3609
printed_067_rotated,EasyOCR,blur dan gelap dapat Kondisi cıtra hasil 'scperti mcipengaruli,2.4134
printed_067_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.2455
printed_068_blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3968
printed_068_blur,EasyOCR,Kondisi atra sepert blur dan Qclao dapat mempengaruhthasn,2.402
printed_068_blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhihasil.,0.2794
printed_068_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4178
printed_068_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4527
printed_068_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.378
printed_068_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3735
printed_068_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.6678
printed_068_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3949
printed_068_rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4113
printed_068_rotated,EasyOCR,blur dan dapat citra hasil . gelap seperti Kondisi mempengaruhi,2.3622
printed_068_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2914
printed_069_blur,Tesseract,seperti blur dan gelap dapat vanili. |,0.4732
printed_069_blur,EasyOCR,,2.4354
printed_069_blur,PaddleOCR,odep dete wwp mt Tados st Tetpuo TtewyTynaebuedeas,0.5932
printed_069_dark,Tesseract,ndisi citra seperti blur di ur dan gelap dapat mempengaruhi hasil. 2,0.4585
printed_069_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,2.7503
printed_069_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4201
printed_069_normal,Tesseract,ndisi citra seperti blur di ur dan gelap dapat mempengaruhi hasil. ii,0.4161
printed_069_normal,EasyOCR,Kcad191 cicra seperti blur gelap dapat mempengaruni J2811. de?,2.4943
printed_069_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.453
printed_069_rotated,Tesseract,kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4123
printed_069_rotated,EasyOCR,blur dan gelap dapar Scnd1sı Cicre nen? Jeperti has1l . engarun1,2.8112
printed_069_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3858
printed_070_blur,Tesseract,Ka co Lapan br da magang —,0.4579
printed_070_blur,EasyOCR,,2.2358
printed_070_blur,PaddleOCR,Kondiu cira seperti blur dan gelap dapat mempengaruhi hasil,0.4206
printed_070_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4569
printed_070_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhı hası.,2.58
printed_070_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.2954
printed_070_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.5335
printed_070_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasi.,2.4173
printed_070_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.3573
printed_070_rotated,Tesseract,“Kondisi citra seperti bur dan gelap dapat mempengaruhi hasil.,0.3731
printed_070_rotated,EasyOCR,blur dan gelap dapat Kondisi citra hasil 'seperti mempengarulu_,2.5117
printed_070_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.2407
printed_071_blur,Tesseract,Ka co Lapan br da magang —,0.404
printed_071_blur,EasyOCR,,2.1566
printed_071_blur,PaddleOCR,Kondiu cira seperti blur dan gelap dapat mempengaruhi hasil,0.2038
printed_071_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3736
printed_071_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhı hası.,2.4664
printed_071_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.224
printed_071_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.5906
printed_071_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasi.,2.5196
printed_071_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.3104
printed_071_rotated,Tesseract,“Kondisi citra seperti bur dan gelap dapat mempengaruhi hasil.,0.3486
printed_071_rotated,EasyOCR,blur dan gelap dapat Kondisi citra hasil 'seperti mempengarulu_,2.3872
printed_071_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.2299
printed_072_blur,Tesseract,Kondasi catra bar —_ dan gelap dapat,0.3516
printed_072_blur,EasyOCR,Kouhuahabhedobclpdn,2.2939
printed_072_blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2629
printed_072_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3024
printed_072_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4334
printed_072_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2725
printed_072_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4003
printed_072_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,2.3321
printed_072_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhihasil.,0.3715
printed_072_rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4189
printed_072_rotated,EasyOCR,blur dan gelap dapat Kondisi citra seperti hasil. mcmpengaruhi,2.424
printed_072_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2581
printed_073_blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3288
printed_073_blur,EasyOCR,Kondisi citra soporti blur dan Qclap dapat mempengaruhi hash,2.45
printed_073_blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhihasil.,0.358
printed_073_dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4659
printed_073_dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.5116
printed_073_dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhihasil.,0.3346
printed_073_normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4133
printed_073_normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4242
printed_073_normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4284
printed_073_rotated,Tesseract,a seperti blur dan gelap dapat Kondisi citr hasil. mempengaruhi,0.4011
printed_073_rotated,EasyOCR,blur dan gelap dapat Kondisi citra hasil. seperti mempengaruhi,2.5772
printed_073_rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3657
printed_074_blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4877
printed_074_blur,EasyOCR,Konaaal (i plur Gan 0012p 8apae Dengaua? 95,2.9535
